"Rel_Abundance"	"variable"	"value"
"2690"	"UW_DM_LAC2_1"	"KW_CSTR_Day120_Illumina"	0.07678927
"2691"	"UW_DM_LAC3_1"	"KW_CSTR_Day120_Illumina"	0
"2692"	"UW_DM_LENLAC1_1"	"KW_CSTR_Day120_Illumina"	0.004789856
"2693"	"UW_DM_LIGLAC1_1"	"KW_CSTR_Day120_Illumina"	0
"2694"	"UW_MP_ACT1_1"	"KW_CSTR_Day120_Illumina"	0.004993201
"2695"	"UW_MP_ATO3_1"	"KW_CSTR_Day120_Illumina"	21.238968
"2696"	"UW_MP_ATO6_1"	"KW_CSTR_Day120_Illumina"	0.3074879
"2697"	"UW_MP_BACTE2_1"	"KW_CSTR_Day120_Illumina"	4.9482393
"2698"	"UW_MP_BACTE5_1"	"KW_CSTR_Day120_Illumina"	0
"2699"	"UW_MP_BIF12_1"	"KW_CSTR_Day120_Illumina"	0
"2700"	"UW_MP_BIF14_1"	"KW_CSTR_Day120_Illumina"	0.4409556
"2701"	"UW_MP_BIF16_1"	"KW_CSTR_Day120_Illumina"	1.2680297
"2702"	"UW_MP_BIF5_1"	"KW_CSTR_Day120_Illumina"	0.24649511
"2703"	"UW_MP_BIF8_1"	"KW_CSTR_Day120_Illumina"	0.05935496
"2704"	"UW_MP_BURK4_1"	"KW_CSTR_Day120_Illumina"	0
"2705"	"UW_MP_ENTER1_1"	"KW_CSTR_Day120_Illumina"	0
"2706"	"UW_MP_LCO2_1"	"KW_CSTR_Day120_Illumina"	0.028890736
"2707"	"UW_MP_MEG1_1"	"KW_CSTR_Day120_Illumina"	0
"2708"	"UW_MP_MEG3_1"	"KW_CSTR_Day120_Illumina"	0
"2709"	"UW_MP_OSCL3_1"	"KW_CSTR_Day120_Illumina"	0
"2710"	"UW_MP_STREP1_1"	"KW_CSTR_Day120_Illumina"	0.21691494
"2711"	"UW_TS_ACET6_1"	"KW_CSTR_Day120_Illumina"	0
"2712"	"UW_TS_LACCAS2_1"	"KW_CSTR_Day120_Illumina"	0
"2713"	"UW_TS_LACPLAN1_1"	"KW_CSTR_Day120_Illumina"	0
"2714"	"UW_TS_PED3_1"	"KW_CSTR_Day120_Illumina"	0
"2715"	"UW_TS_PREV2_1"	"KW_CSTR_Day120_Illumina"	0
"2716"	"UW_DM_ACUT4_1"	"KW_CSTR_Day120_Illumina"	0
"2717"	"UW_MP_BACIL6_1"	"KW_CSTR_Day120_Illumina"	0
"2718"	"UW_MP_BIF4_1"	"KW_CSTR_Day120_Illumina"	1.4896373
"2719"	"UW_MP_LAC1_1"	"KW_CSTR_Day120_Illumina"	0.07249228
"2720"	"UW_MP_LIQLAC2_1"	"KW_CSTR_Day120_Illumina"	1.2811549
"2721"	"UW_TS_BAC2_1"	"KW_CSTR_Day120_Illumina"	0
"2722"	"UW_TS_CLOS1_1"	"KW_CSTR_Day120_Illumina"	0
"2723"	"UW_DM_ATO1_1"	"KW_CSTR_Day120_Illumina"	0
"2724"	"UW_DM_SCHLAC1_1"	"KW_CSTR_Day120_Illumina"	0
"2725"	"UW_MP_ACT2_1"	"KW_CSTR_Day120_Illumina"	6.6093545
"2726"	"UW_MP_BURK1_1"	"KW_CSTR_Day120_Illumina"	0
"2727"	"UW_MP_ENTER2_1"	"KW_CSTR_Day120_Illumina"	0
"2728"	"UW_MP_PREV4_1"	"KW_CSTR_Day120_Illumina"	0
"2729"	"UW_TS_LAC6_1"	"KW_CSTR_Day120_Illumina"	0
"2730"	"MS_COR2_2018_genome"	"KW_CSTR_Day120_Illumina"	0
"2731"	"MS_COR3_2018_genome"	"KW_CSTR_Day120_Illumina"	0
"2732"	"MS_LAC4_2018_genome"	"KW_CSTR_Day120_Illumina"	0
"2733"	"UW_DM_ACUT1_1"	"KW_CSTR_Day120_Illumina"	0.01728036
"2734"	"UW_DM_ACUT3_1"	"KW_CSTR_Day120_Illumina"	0.004075207
"2735"	"UW_MP_BACIL8_1"	"KW_CSTR_Day120_Illumina"	0
"2736"	"UW_MP_BIF11_1"	"KW_CSTR_Day120_Illumina"	11.730915
"2737"	"UW_MP_BIF18_1"	"KW_CSTR_Day120_Illumina"	0.025584748
"2738"	"UW_MP_BIF19_1"	"KW_CSTR_Day120_Illumina"	0
"2739"	"UW_MP_BIF7_1"	"KW_CSTR_Day120_Illumina"	0.3477344
"2740"	"UW_MP_BIF9_1"	"KW_CSTR_Day120_Illumina"	1.6368622
"2741"	"UW_MP_BUL1_1"	"KW_CSTR_Day120_Illumina"	0
"2742"	"UW_MP_BUL2_1"	"KW_CSTR_Day120_Illumina"	0
"2743"	"UW_MP_ENTER4_1"	"KW_CSTR_Day120_Illumina"	0.8407929
"2744"	"UW_MP_PREV8_1"	"KW_CSTR_Day120_Illumina"	0
"2745"	"UW_MP_SCHLAC1_1"	"KW_CSTR_Day120_Illumina"	0.26741293
"2746"	"UW_MP_SPOR1_1"	"KW_CSTR_Day120_Illumina"	0
"2747"	"UW_TS_ACET5_1"	"KW_CSTR_Day120_Illumina"	0.07281667
"2748"	"UW_TS_BAC1_1"	"KW_CSTR_Day120_Illumina"	0
"2749"	"UW_TS_LAC5_1"	"KW_CSTR_Day120_Illumina"	0
"2750"	"UW_TS_LEVLAC1_1"	"KW_CSTR_Day120_Illumina"	0
"2751"	"UW_TS_LIMLAC1_1"	"KW_CSTR_Day120_Illumina"	0
"2752"	"UW_DM_LIMLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2753"	"UW_MP_ATO5_1"	"KW_CSTR_Day126_Illumina"	0
"2754"	"UW_MP_BIF15_1"	"KW_CSTR_Day126_Illumina"	0.08230477
"2755"	"UW_TS_LAC2_1"	"KW_CSTR_Day126_Illumina"	0
"2756"	"UW_TS_LACCAS1_1"	"KW_CSTR_Day126_Illumina"	0.019433847
"2757"	"UW_TS_PED1_1"	"KW_CSTR_Day126_Illumina"	0
"2758"	"UW_TS_PED2_1"	"KW_CSTR_Day126_Illumina"	0
"2759"	"UW_MP_BIF3_1"	"KW_CSTR_Day126_Illumina"	0
"2760"	"UW_TS_ACET3_1"	"KW_CSTR_Day126_Illumina"	0
"2761"	"UW_TS_LAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2762"	"UW_TS_LAC3_1"	"KW_CSTR_Day126_Illumina"	0
"2763"	"UW_MP_BIF2_1"	"KW_CSTR_Day126_Illumina"	4.761631
"2764"	"UW_MP_LEUC1_1"	"KW_CSTR_Day126_Illumina"	0.18882585
"2765"	"UW_DM_LIMLAC2_1"	"KW_CSTR_Day126_Illumina"	0
"2766"	"UW_MP_BIF10_1"	"KW_CSTR_Day126_Illumina"	0.048082344
"2767"	"UW_MP_LIQLAC1_1"	"KW_CSTR_Day126_Illumina"	0.1646169
"2768"	"UW_TS_ATO2_1"	"KW_CSTR_Day126_Illumina"	0
"2769"	"UW_TS_ATO3_1"	"KW_CSTR_Day126_Illumina"	0
"2770"	"UW_TS_COMLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2771"	"UW_TS_FURLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2772"	"MS_EUB1_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2773"	"UW_DM_MEG1_1"	"KW_CSTR_Day126_Illumina"	0
"2774"	"UW_MP_ACID1_1"	"KW_CSTR_Day126_Illumina"	0
"2775"	"UW_MP_BACTE1_1"	"KW_CSTR_Day126_Illumina"	0
"2776"	"UW_MP_CLOS1_1"	"KW_CSTR_Day126_Illumina"	43.423374
"2777"	"UW_MP_CLOS2_1"	"KW_CSTR_Day126_Illumina"	0
"2778"	"UW_MP_MEG5_1"	"KW_CSTR_Day126_Illumina"	0
"2779"	"UW_MP_ACID2_1"	"KW_CSTR_Day126_Illumina"	0
"2780"	"UW_MP_ANA1_1"	"KW_CSTR_Day126_Illumina"	0
"2781"	"UW_TS_EUB1_1"	"KW_CSTR_Day126_Illumina"	0
"2782"	"UW_TS_EUB2_1"	"KW_CSTR_Day126_Illumina"	0
"2783"	"UW_MP_LCO1_1"	"KW_CSTR_Day126_Illumina"	0
"2784"	"UW_TS_LCO2_1"	"KW_CSTR_Day126_Illumina"	0
"2785"	"UW_TS_LCO3_1"	"KW_CSTR_Day126_Illumina"	0
"2786"	"MS_LCO1_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2787"	"UW_MP_ACUT1_1"	"KW_CSTR_Day126_Illumina"	0
"2788"	"UW_MP_SPH1_1"	"KW_CSTR_Day126_Illumina"	0
"2789"	"UW_DM_BACIL1_1"	"KW_CSTR_Day126_Illumina"	0
"2790"	"UW_DM_BURK1_1"	"KW_CSTR_Day126_Illumina"	0.03138618
"2791"	"UW_MP_ATO4_1"	"KW_CSTR_Day126_Illumina"	0
"2792"	"UW_MP_BACIL2_1"	"KW_CSTR_Day126_Illumina"	0.005694231
"2793"	"UW_TS_ACET1_1"	"KW_CSTR_Day126_Illumina"	0.032532923
"2794"	"UW_TS_LCO1_1"	"KW_CSTR_Day126_Illumina"	0
"2795"	"UW_MP_BACIL1_1"	"KW_CSTR_Day126_Illumina"	0
"2796"	"UW_MP_PREV1_1"	"KW_CSTR_Day126_Illumina"	0
"2797"	"UW_MP_SPH2_1"	"KW_CSTR_Day126_Illumina"	0.007842457
"2798"	"UW_TS_ACET2_1"	"KW_CSTR_Day126_Illumina"	0
"2799"	"UW_MP_ATO2_1"	"KW_CSTR_Day126_Illumina"	0
"2800"	"UW_DM_BACTE1_1"	"KW_CSTR_Day126_Illumina"	0
"2801"	"UW_DM_DIAL1_1"	"KW_CSTR_Day126_Illumina"	0
"2802"	"UW_MP_BACIL7_1"	"KW_CSTR_Day126_Illumina"	0
"2803"	"UW_MP_BACTE7_1"	"KW_CSTR_Day126_Illumina"	0
"2804"	"UW_MP_PREV6_1"	"KW_CSTR_Day126_Illumina"	0.26999563
"2805"	"UW_MP_PREV7_1"	"KW_CSTR_Day126_Illumina"	0
"2806"	"UW_MP_SELEN1_1"	"KW_CSTR_Day126_Illumina"	0
"2807"	"UW_TS_BUL1_1"	"KW_CSTR_Day126_Illumina"	0
"2808"	"UW_TS_PREV1_1"	"KW_CSTR_Day126_Illumina"	0.28456125
"2809"	"MS_ACET1"	"KW_CSTR_Day126_Illumina"	0
"2810"	"MS_COR4"	"KW_CSTR_Day126_Illumina"	0.024729975
"2811"	"MS_COR5"	"KW_CSTR_Day126_Illumina"	0
"2812"	"MS_LAC1_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2813"	"MS_LAC2_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2814"	"MS_LAC3_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2815"	"MS_LAC5_1"	"KW_CSTR_Day126_Illumina"	0
"2816"	"MS_LCO2"	"KW_CSTR_Day126_Illumina"	0
"2817"	"UW_DM_ACET1_1"	"KW_CSTR_Day126_Illumina"	0
"2818"	"UW_DM_ATO2_1"	"KW_CSTR_Day126_Illumina"	0.029398229
"2819"	"UW_DM_BIF1_1"	"KW_CSTR_Day126_Illumina"	0
"2820"	"UW_DM_CLOS2_1"	"KW_CSTR_Day126_Illumina"	0.21817812
"2821"	"UW_DM_LAC2_1"	"KW_CSTR_Day126_Illumina"	0.048925146
"2822"	"UW_DM_LAC3_1"	"KW_CSTR_Day126_Illumina"	0
"2823"	"UW_DM_LENLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2824"	"UW_DM_LIGLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2825"	"UW_MP_ACT1_1"	"KW_CSTR_Day126_Illumina"	0
"2826"	"UW_MP_ATO3_1"	"KW_CSTR_Day126_Illumina"	17.26375
"2827"	"UW_MP_ATO6_1"	"KW_CSTR_Day126_Illumina"	0.24737863
"2828"	"UW_MP_BACTE2_1"	"KW_CSTR_Day126_Illumina"	1.2099999
"2829"	"UW_MP_BACTE5_1"	"KW_CSTR_Day126_Illumina"	0
"2830"	"UW_MP_BIF12_1"	"KW_CSTR_Day126_Illumina"	0
"2831"	"UW_MP_BIF14_1"	"KW_CSTR_Day126_Illumina"	0.11859826
"2832"	"UW_MP_BIF16_1"	"KW_CSTR_Day126_Illumina"	0.31032377
"2833"	"UW_MP_BIF5_1"	"KW_CSTR_Day126_Illumina"	0.18818966
"2834"	"UW_MP_BIF8_1"	"KW_CSTR_Day126_Illumina"	0.01586348
"2835"	"UW_MP_BURK4_1"	"KW_CSTR_Day126_Illumina"	0
"2836"	"UW_MP_ENTER1_1"	"KW_CSTR_Day126_Illumina"	0
"2837"	"UW_MP_LCO2_1"	"KW_CSTR_Day126_Illumina"	0.006527615
"2838"	"UW_MP_MEG1_1"	"KW_CSTR_Day126_Illumina"	0
"2839"	"UW_MP_MEG3_1"	"KW_CSTR_Day126_Illumina"	0
"2840"	"UW_MP_OSCL3_1"	"KW_CSTR_Day126_Illumina"	0
"2841"	"UW_MP_STREP1_1"	"KW_CSTR_Day126_Illumina"	0.0868944
"2842"	"UW_TS_ACET6_1"	"KW_CSTR_Day126_Illumina"	0
"2843"	"UW_TS_LACCAS2_1"	"KW_CSTR_Day126_Illumina"	0
"2844"	"UW_TS_LACPLAN1_1"	"KW_CSTR_Day126_Illumina"	0
"2845"	"UW_TS_PED3_1"	"KW_CSTR_Day126_Illumina"	0
"2846"	"UW_TS_PREV2_1"	"KW_CSTR_Day126_Illumina"	0
"2847"	"UW_DM_ACUT4_1"	"KW_CSTR_Day126_Illumina"	0
"2848"	"UW_MP_BACIL6_1"	"KW_CSTR_Day126_Illumina"	0
"2849"	"UW_MP_BIF4_1"	"KW_CSTR_Day126_Illumina"	1.1760309
"2850"	"UW_MP_LAC1_1"	"KW_CSTR_Day126_Illumina"	0.047314532
"2851"	"UW_MP_LIQLAC2_1"	"KW_CSTR_Day126_Illumina"	0.4933717
"2852"	"UW_TS_BAC2_1"	"KW_CSTR_Day126_Illumina"	0
"2853"	"UW_TS_CLOS1_1"	"KW_CSTR_Day126_Illumina"	0
"2854"	"UW_DM_ATO1_1"	"KW_CSTR_Day126_Illumina"	0
"2855"	"UW_DM_SCHLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2856"	"UW_MP_ACT2_1"	"KW_CSTR_Day126_Illumina"	7.8801827
"2857"	"UW_MP_BURK1_1"	"KW_CSTR_Day126_Illumina"	0
"2858"	"UW_MP_ENTER2_1"	"KW_CSTR_Day126_Illumina"	0
"2859"	"UW_MP_PREV4_1"	"KW_CSTR_Day126_Illumina"	0
"2860"	"UW_TS_LAC6_1"	"KW_CSTR_Day126_Illumina"	0
"2861"	"MS_COR2_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2862"	"MS_COR3_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2863"	"MS_LAC4_2018_genome"	"KW_CSTR_Day126_Illumina"	0
"2864"	"UW_DM_ACUT1_1"	"KW_CSTR_Day126_Illumina"	0.019491244
"2865"	"UW_DM_ACUT3_1"	"KW_CSTR_Day126_Illumina"	0.018838517
"2866"	"UW_MP_BACIL8_1"	"KW_CSTR_Day126_Illumina"	0
"2867"	"UW_MP_BIF11_1"	"KW_CSTR_Day126_Illumina"	7.833217
"2868"	"UW_MP_BIF18_1"	"KW_CSTR_Day126_Illumina"	0
"2869"	"UW_MP_BIF19_1"	"KW_CSTR_Day126_Illumina"	0
"2870"	"UW_MP_BIF7_1"	"KW_CSTR_Day126_Illumina"	0.100336224
"2871"	"UW_MP_BIF9_1"	"KW_CSTR_Day126_Illumina"	1.361347
"2872"	"UW_MP_BUL1_1"	"KW_CSTR_Day126_Illumina"	0
"2873"	"UW_MP_BUL2_1"	"KW_CSTR_Day126_Illumina"	0
"2874"	"UW_MP_ENTER4_1"	"KW_CSTR_Day126_Illumina"	0.30608794
"2875"	"UW_MP_PREV8_1"	"KW_CSTR_Day126_Illumina"	0
"2876"	"UW_MP_SCHLAC1_1"	"KW_CSTR_Day126_Illumina"	0.6253547
"2877"	"UW_MP_SPOR1_1"	"KW_CSTR_Day126_Illumina"	0
"2878"	"UW_TS_ACET5_1"	"KW_CSTR_Day126_Illumina"	0.023866333
"2879"	"UW_TS_BAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2880"	"UW_TS_LAC5_1"	"KW_CSTR_Day126_Illumina"	0
"2881"	"UW_TS_LEVLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2882"	"UW_TS_LIMLAC1_1"	"KW_CSTR_Day126_Illumina"	0
"2883"	"UW_DM_LIMLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2884"	"UW_MP_ATO5_1"	"KW_CSTR_Day146_Illumina"	0
"2885"	"UW_MP_BIF15_1"	"KW_CSTR_Day146_Illumina"	0.07462556
"2886"	"UW_TS_LAC2_1"	"KW_CSTR_Day146_Illumina"	0
"2887"	"UW_TS_LACCAS1_1"	"KW_CSTR_Day146_Illumina"	0.08527708
"2888"	"UW_TS_PED1_1"	"KW_CSTR_Day146_Illumina"	0
"2889"	"UW_TS_PED2_1"	"KW_CSTR_Day146_Illumina"	0
"2890"	"UW_MP_BIF3_1"	"KW_CSTR_Day146_Illumina"	0
"2891"	"UW_TS_ACET3_1"	"KW_CSTR_Day146_Illumina"	0
"2892"	"UW_TS_LAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2893"	"UW_TS_LAC3_1"	"KW_CSTR_Day146_Illumina"	0
"2894"	"UW_MP_BIF2_1"	"KW_CSTR_Day146_Illumina"	17.447056
"2895"	"UW_MP_LEUC1_1"	"KW_CSTR_Day146_Illumina"	0.08084278
"2896"	"UW_DM_LIMLAC2_1"	"KW_CSTR_Day146_Illumina"	0
"2897"	"UW_MP_BIF10_1"	"KW_CSTR_Day146_Illumina"	0.04047242
"2898"	"UW_MP_LIQLAC1_1"	"KW_CSTR_Day146_Illumina"	0.042523623
"2899"	"UW_TS_ATO2_1"	"KW_CSTR_Day146_Illumina"	0
"2900"	"UW_TS_ATO3_1"	"KW_CSTR_Day146_Illumina"	0
"2901"	"UW_TS_COMLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2902"	"UW_TS_FURLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2903"	"MS_EUB1_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2904"	"UW_DM_MEG1_1"	"KW_CSTR_Day146_Illumina"	0
"2905"	"UW_MP_ACID1_1"	"KW_CSTR_Day146_Illumina"	0
"2906"	"UW_MP_BACTE1_1"	"KW_CSTR_Day146_Illumina"	0
"2907"	"UW_MP_CLOS1_1"	"KW_CSTR_Day146_Illumina"	45.574352
"2908"	"UW_MP_CLOS2_1"	"KW_CSTR_Day146_Illumina"	0
"2909"	"UW_MP_MEG5_1"	"KW_CSTR_Day146_Illumina"	0
"2910"	"UW_MP_ACID2_1"	"KW_CSTR_Day146_Illumina"	0
"2911"	"UW_MP_ANA1_1"	"KW_CSTR_Day146_Illumina"	0
"2912"	"UW_TS_EUB1_1"	"KW_CSTR_Day146_Illumina"	0
"2913"	"UW_TS_EUB2_1"	"KW_CSTR_Day146_Illumina"	0
"2914"	"UW_MP_LCO1_1"	"KW_CSTR_Day146_Illumina"	0
"2915"	"UW_TS_LCO2_1"	"KW_CSTR_Day146_Illumina"	0
"2916"	"UW_TS_LCO3_1"	"KW_CSTR_Day146_Illumina"	0
"2917"	"MS_LCO1_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2918"	"UW_MP_ACUT1_1"	"KW_CSTR_Day146_Illumina"	0.019948754
"2919"	"UW_MP_SPH1_1"	"KW_CSTR_Day146_Illumina"	0
"2920"	"UW_DM_BACIL1_1"	"KW_CSTR_Day146_Illumina"	0
"2921"	"UW_DM_BURK1_1"	"KW_CSTR_Day146_Illumina"	0.28052625
"2922"	"UW_MP_ATO4_1"	"KW_CSTR_Day146_Illumina"	0
"2923"	"UW_MP_BACIL2_1"	"KW_CSTR_Day146_Illumina"	0.023208514
"2924"	"UW_TS_ACET1_1"	"KW_CSTR_Day146_Illumina"	0.017710302
"2925"	"UW_TS_LCO1_1"	"KW_CSTR_Day146_Illumina"	0
"2926"	"UW_MP_BACIL1_1"	"KW_CSTR_Day146_Illumina"	0
"2927"	"UW_MP_PREV1_1"	"KW_CSTR_Day146_Illumina"	0
"2928"	"UW_MP_SPH2_1"	"KW_CSTR_Day146_Illumina"	0.035800595
"2929"	"UW_TS_ACET2_1"	"KW_CSTR_Day146_Illumina"	0.01104846
"2930"	"UW_MP_ATO2_1"	"KW_CSTR_Day146_Illumina"	0
"2931"	"UW_DM_BACTE1_1"	"KW_CSTR_Day146_Illumina"	0
"2932"	"UW_DM_DIAL1_1"	"KW_CSTR_Day146_Illumina"	0
"2933"	"UW_MP_BACIL7_1"	"KW_CSTR_Day146_Illumina"	0
"2934"	"UW_MP_BACTE7_1"	"KW_CSTR_Day146_Illumina"	0
"2935"	"UW_MP_PREV6_1"	"KW_CSTR_Day146_Illumina"	0.44775274
"2936"	"UW_MP_PREV7_1"	"KW_CSTR_Day146_Illumina"	0.023075094
"2937"	"UW_MP_SELEN1_1"	"KW_CSTR_Day146_Illumina"	0
"2938"	"UW_TS_BUL1_1"	"KW_CSTR_Day146_Illumina"	0
"2939"	"UW_TS_PREV1_1"	"KW_CSTR_Day146_Illumina"	0.4765833
"2940"	"MS_ACET1"	"KW_CSTR_Day146_Illumina"	0
"2941"	"MS_COR4"	"KW_CSTR_Day146_Illumina"	0.012341615
"2942"	"MS_COR5"	"KW_CSTR_Day146_Illumina"	0
"2943"	"MS_LAC1_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2944"	"MS_LAC2_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2945"	"MS_LAC3_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2946"	"MS_LAC5_1"	"KW_CSTR_Day146_Illumina"	0
"2947"	"MS_LCO2"	"KW_CSTR_Day146_Illumina"	0
"2948"	"UW_DM_ACET1_1"	"KW_CSTR_Day146_Illumina"	0.007266502
"2949"	"UW_DM_ATO2_1"	"KW_CSTR_Day146_Illumina"	0.014353962
"2950"	"UW_DM_BIF1_1"	"KW_CSTR_Day146_Illumina"	0
"2951"	"UW_DM_CLOS2_1"	"KW_CSTR_Day146_Illumina"	0.11962254
"2952"	"UW_DM_LAC2_1"	"KW_CSTR_Day146_Illumina"	0.2289859
"2953"	"UW_DM_LAC3_1"	"KW_CSTR_Day146_Illumina"	0
"2954"	"UW_DM_LENLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2955"	"UW_DM_LIGLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2956"	"UW_MP_ACT1_1"	"KW_CSTR_Day146_Illumina"	0
"2957"	"UW_MP_ATO3_1"	"KW_CSTR_Day146_Illumina"	0.61793816
"2958"	"UW_MP_ATO6_1"	"KW_CSTR_Day146_Illumina"	0
"2959"	"UW_MP_BACTE2_1"	"KW_CSTR_Day146_Illumina"	0.003807115
"2960"	"UW_MP_BACTE5_1"	"KW_CSTR_Day146_Illumina"	0
"2961"	"UW_MP_BIF12_1"	"KW_CSTR_Day146_Illumina"	0
"2962"	"UW_MP_BIF14_1"	"KW_CSTR_Day146_Illumina"	1.9334297
"2963"	"UW_MP_BIF16_1"	"KW_CSTR_Day146_Illumina"	0.066829234
"2964"	"UW_MP_BIF5_1"	"KW_CSTR_Day146_Illumina"	0.11646628
"2965"	"UW_MP_BIF8_1"	"KW_CSTR_Day146_Illumina"	0.18457814
"2966"	"UW_MP_BURK4_1"	"KW_CSTR_Day146_Illumina"	0
"2967"	"UW_MP_ENTER1_1"	"KW_CSTR_Day146_Illumina"	0
"2968"	"UW_MP_LCO2_1"	"KW_CSTR_Day146_Illumina"	0
"2969"	"UW_MP_MEG1_1"	"KW_CSTR_Day146_Illumina"	0
"2970"	"UW_MP_MEG3_1"	"KW_CSTR_Day146_Illumina"	0
"2971"	"UW_MP_OSCL3_1"	"KW_CSTR_Day146_Illumina"	0
"2972"	"UW_MP_STREP1_1"	"KW_CSTR_Day146_Illumina"	0.006737004
"2973"	"UW_TS_ACET6_1"	"KW_CSTR_Day146_Illumina"	0
"2974"	"UW_TS_LACCAS2_1"	"KW_CSTR_Day146_Illumina"	0
"2975"	"UW_TS_LACPLAN1_1"	"KW_CSTR_Day146_Illumina"	0
"2976"	"UW_TS_PED3_1"	"KW_CSTR_Day146_Illumina"	0
"2977"	"UW_TS_PREV2_1"	"KW_CSTR_Day146_Illumina"	0
"2978"	"UW_DM_ACUT4_1"	"KW_CSTR_Day146_Illumina"	0
"2979"	"UW_MP_BACIL6_1"	"KW_CSTR_Day146_Illumina"	0
"2980"	"UW_MP_BIF4_1"	"KW_CSTR_Day146_Illumina"	0.9207448
"2981"	"UW_MP_LAC1_1"	"KW_CSTR_Day146_Illumina"	0.21704577
"2982"	"UW_MP_LIQLAC2_1"	"KW_CSTR_Day146_Illumina"	0.10690827
"2983"	"UW_TS_BAC2_1"	"KW_CSTR_Day146_Illumina"	0
"2984"	"UW_TS_CLOS1_1"	"KW_CSTR_Day146_Illumina"	0
"2985"	"UW_DM_ATO1_1"	"KW_CSTR_Day146_Illumina"	0
"2986"	"UW_DM_SCHLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"2987"	"UW_MP_ACT2_1"	"KW_CSTR_Day146_Illumina"	1.7165712
"2988"	"UW_MP_BURK1_1"	"KW_CSTR_Day146_Illumina"	0
"2989"	"UW_MP_ENTER2_1"	"KW_CSTR_Day146_Illumina"	3.3788052
"2990"	"UW_MP_PREV4_1"	"KW_CSTR_Day146_Illumina"	0.009918555
"2991"	"UW_TS_LAC6_1"	"KW_CSTR_Day146_Illumina"	0
"2992"	"MS_COR2_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2993"	"MS_COR3_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2994"	"MS_LAC4_2018_genome"	"KW_CSTR_Day146_Illumina"	0
"2995"	"UW_DM_ACUT1_1"	"KW_CSTR_Day146_Illumina"	0.15531495
"2996"	"UW_DM_ACUT3_1"	"KW_CSTR_Day146_Illumina"	0.021878183
"2997"	"UW_MP_BACIL8_1"	"KW_CSTR_Day146_Illumina"	0
"2998"	"UW_MP_BIF11_1"	"KW_CSTR_Day146_Illumina"	2.595668
"2999"	"UW_MP_BIF18_1"	"KW_CSTR_Day146_Illumina"	0
"3000"	"UW_MP_BIF19_1"	"KW_CSTR_Day146_Illumina"	0
"3001"	"UW_MP_BIF7_1"	"KW_CSTR_Day146_Illumina"	0.062152214
"3002"	"UW_MP_BIF9_1"	"KW_CSTR_Day146_Illumina"	3.7841194
"3003"	"UW_MP_BUL1_1"	"KW_CSTR_Day146_Illumina"	0
"3004"	"UW_MP_BUL2_1"	"KW_CSTR_Day146_Illumina"	0
"3005"	"UW_MP_ENTER4_1"	"KW_CSTR_Day146_Illumina"	2.649746
"3006"	"UW_MP_PREV8_1"	"KW_CSTR_Day146_Illumina"	0
"3007"	"UW_MP_SCHLAC1_1"	"KW_CSTR_Day146_Illumina"	2.4876907
"3008"	"UW_MP_SPOR1_1"	"KW_CSTR_Day146_Illumina"	0
"3009"	"UW_TS_ACET5_1"	"KW_CSTR_Day146_Illumina"	0.081183515
"3010"	"UW_TS_BAC1_1"	"KW_CSTR_Day146_Illumina"	0
"3011"	"UW_TS_LAC5_1"	"KW_CSTR_Day146_Illumina"	0
"3012"	"UW_TS_LEVLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"3013"	"UW_TS_LIMLAC1_1"	"KW_CSTR_Day146_Illumina"	0
"3014"	"UW_DM_LIMLAC1_1"	"KW_CSTR_Day168_Illumina"	0
"3015"	"UW_MP_ATO5_1"	"KW_CSTR_Day168_Illumina"	0
"3016"	"UW_MP_BIF15_1"	"KW_CSTR_Day168_Illumina"	0.19186984
