Rel_Abundance	variable	value			Researcher	Researcher_Reactor	Sample_Name	Day	Seq_Tech	MAG_ID	Relative_Abundance					
3932	UW_TS_BUL1_1	NF_R3_Day114_TSR19_Illumina	0		NF	NF_R3	R3_Day114_TSR19	114	Illumina	UW_TS_BUL1_1	0		NF_R3	R3_Day114_TSR19	114	Illumina
3933	UW_TS_PREV1_1	NF_R3_Day114_TSR19_Illumina	1.3426093		NF	NF_R3	R3_Day114_TSR19	114	Illumina	UW_TS_PREV1_1	1.3426093		NF_R3	R3_Day114_TSR19	114	Illumina
3934	UW_DM_LIMLAC1_1	NF_R3_Day162_TSR27_Illumina	0.06240176		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_LIMLAC1_1	0.06240176		NF_R3	R3_Day162_TSR27	162	Illumina
3935	UW_MP_ATO5_1	NF_R3_Day162_TSR27_Illumina	0.069600046		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ATO5_1	0.069600046		NF_R3	R3_Day162_TSR27	162	Illumina
3936	UW_MP_BIF15_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BIF15_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3937	UW_TS_LAC2_1	NF_R3_Day162_TSR27_Illumina	1.5049627		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LAC2_1	1.5049627		NF_R3	R3_Day162_TSR27	162	Illumina
3938	UW_TS_LACCAS1_1	NF_R3_Day162_TSR27_Illumina	7.347658		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LACCAS1_1	7.347658		NF_R3	R3_Day162_TSR27	162	Illumina
3939	UW_TS_PED1_1	NF_R3_Day162_TSR27_Illumina	0.13787398		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_PED1_1	0.13787398		NF_R3	R3_Day162_TSR27	162	Illumina
3940	UW_TS_PED2_1	NF_R3_Day162_TSR27_Illumina	0.4279484		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_PED2_1	0.4279484		NF_R3	R3_Day162_TSR27	162	Illumina
3941	UW_MP_BIF3_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BIF3_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3942	UW_TS_ACET3_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_ACET3_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3943	UW_TS_LAC1_1	NF_R3_Day162_TSR27_Illumina	1.5155562		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LAC1_1	1.5155562		NF_R3	R3_Day162_TSR27	162	Illumina
3944	UW_TS_LAC3_1	NF_R3_Day162_TSR27_Illumina	2.5514338		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LAC3_1	2.5514338		NF_R3	R3_Day162_TSR27	162	Illumina
3945	UW_MP_BIF2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BIF2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3946	UW_MP_LEUC1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_LEUC1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3947	UW_DM_LIMLAC2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_LIMLAC2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3948	UW_MP_BIF10_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BIF10_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3949	UW_MP_LIQLAC1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_LIQLAC1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3950	UW_TS_ATO2_1	NF_R3_Day162_TSR27_Illumina	0.5173971		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_ATO2_1	0.5173971		NF_R3	R3_Day162_TSR27	162	Illumina
3951	UW_TS_ATO3_1	NF_R3_Day162_TSR27_Illumina	0.234228		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_ATO3_1	0.234228		NF_R3	R3_Day162_TSR27	162	Illumina
3952	UW_TS_COMLAC1_1	NF_R3_Day162_TSR27_Illumina	5.2523026		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_COMLAC1_1	5.2523026		NF_R3	R3_Day162_TSR27	162	Illumina
3953	UW_TS_FURLAC1_1	NF_R3_Day162_TSR27_Illumina	41.428364		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_FURLAC1_1	41.428364		NF_R3	R3_Day162_TSR27	162	Illumina
3954	MS_EUB1_2018_genome	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	MS_EUB1_2018_genome	0		NF_R3	R3_Day162_TSR27	162	Illumina
3955	UW_DM_MEG1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_MEG1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3956	UW_MP_ACID1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ACID1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3957	UW_MP_BACTE1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BACTE1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3958	UW_MP_CLOS1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_CLOS1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3959	UW_MP_CLOS2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_CLOS2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3960	UW_MP_MEG5_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_MEG5_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3961	UW_MP_ACID2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ACID2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3962	UW_MP_ANA1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ANA1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3963	UW_TS_EUB1_1	NF_R3_Day162_TSR27_Illumina	0.36093423		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_EUB1_1	0.36093423		NF_R3	R3_Day162_TSR27	162	Illumina
3964	UW_TS_EUB2_1	NF_R3_Day162_TSR27_Illumina	2.48548		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_EUB2_1	2.48548		NF_R3	R3_Day162_TSR27	162	Illumina
3965	UW_MP_LCO1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_LCO1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3966	UW_TS_LCO2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LCO2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3967	UW_TS_LCO3_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LCO3_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3968	MS_LCO1_2018_genome	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	MS_LCO1_2018_genome	0		NF_R3	R3_Day162_TSR27	162	Illumina
3969	UW_MP_ACUT1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ACUT1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3970	UW_MP_SPH1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_SPH1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3971	UW_DM_BACIL1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_BACIL1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3972	UW_DM_BURK1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_BURK1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3973	UW_MP_ATO4_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ATO4_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3974	UW_MP_BACIL2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BACIL2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3975	UW_TS_ACET1_1	NF_R3_Day162_TSR27_Illumina	0.8697782		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_ACET1_1	0.8697782		NF_R3	R3_Day162_TSR27	162	Illumina
3976	UW_TS_LCO1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_LCO1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3977	UW_MP_BACIL1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BACIL1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3978	UW_MP_PREV1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_PREV1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3979	UW_MP_SPH2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_SPH2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3980	UW_TS_ACET2_1	NF_R3_Day162_TSR27_Illumina	0.066184215		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_ACET2_1	0.066184215		NF_R3	R3_Day162_TSR27	162	Illumina
3981	UW_MP_ATO2_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_ATO2_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3982	UW_DM_BACTE1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_BACTE1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3983	UW_DM_DIAL1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_DM_DIAL1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3984	UW_MP_BACIL7_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BACIL7_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3985	UW_MP_BACTE7_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_BACTE7_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3986	UW_MP_PREV6_1	NF_R3_Day162_TSR27_Illumina	7.405007		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_PREV6_1	7.405007		NF_R3	R3_Day162_TSR27	162	Illumina
3987	UW_MP_PREV7_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_PREV7_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3988	UW_MP_SELEN1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_MP_SELEN1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3989	UW_TS_BUL1_1	NF_R3_Day162_TSR27_Illumina	0		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_BUL1_1	0		NF_R3	R3_Day162_TSR27	162	Illumina
3990	UW_TS_PREV1_1	NF_R3_Day162_TSR27_Illumina	7.714386		NF	NF_R3	R3_Day162_TSR27	162	Illumina	UW_TS_PREV1_1	7.714386		NF_R3	R3_Day162_TSR27	162	Illumina
3991	UW_DM_LIMLAC1_1	NF_R4_Day013_TST2_Illumina	0.03520163		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_LIMLAC1_1	0.03520163		NF_R4	R4_Day013_TST2	13	Illumina
3992	UW_MP_ATO5_1	NF_R4_Day013_TST2_Illumina	0.015801942		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ATO5_1	0.015801942		NF_R4	R4_Day013_TST2	13	Illumina
3993	UW_MP_BIF15_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BIF15_1	0		NF_R4	R4_Day013_TST2	13	Illumina
3994	UW_TS_LAC2_1	NF_R4_Day013_TST2_Illumina	0.30963966		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LAC2_1	0.30963966		NF_R4	R4_Day013_TST2	13	Illumina
3995	UW_TS_LACCAS1_1	NF_R4_Day013_TST2_Illumina	7.7043447		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LACCAS1_1	7.7043447		NF_R4	R4_Day013_TST2	13	Illumina
3996	UW_TS_PED1_1	NF_R4_Day013_TST2_Illumina	2.004968		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_PED1_1	2.004968		NF_R4	R4_Day013_TST2	13	Illumina
3997	UW_TS_PED2_1	NF_R4_Day013_TST2_Illumina	8.323754		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_PED2_1	8.323754		NF_R4	R4_Day013_TST2	13	Illumina
3998	UW_MP_BIF3_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BIF3_1	0		NF_R4	R4_Day013_TST2	13	Illumina
3999	UW_TS_ACET3_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_ACET3_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4000	UW_TS_LAC1_1	NF_R4_Day013_TST2_Illumina	0.12948912		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LAC1_1	0.12948912		NF_R4	R4_Day013_TST2	13	Illumina
4001	UW_TS_LAC3_1	NF_R4_Day013_TST2_Illumina	4.4181266		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LAC3_1	4.4181266		NF_R4	R4_Day013_TST2	13	Illumina
4002	UW_MP_BIF2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BIF2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4003	UW_MP_LEUC1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_LEUC1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4004	UW_DM_LIMLAC2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_LIMLAC2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4005	UW_MP_BIF10_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BIF10_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4006	UW_MP_LIQLAC1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_LIQLAC1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4007	UW_TS_ATO2_1	NF_R4_Day013_TST2_Illumina	0.10518967		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_ATO2_1	0.10518967		NF_R4	R4_Day013_TST2	13	Illumina
4008	UW_TS_ATO3_1	NF_R4_Day013_TST2_Illumina	0.49718913		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_ATO3_1	0.49718913		NF_R4	R4_Day013_TST2	13	Illumina
4009	UW_TS_COMLAC1_1	NF_R4_Day013_TST2_Illumina	0.1300146		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_COMLAC1_1	0.1300146		NF_R4	R4_Day013_TST2	13	Illumina
4010	UW_TS_FURLAC1_1	NF_R4_Day013_TST2_Illumina	21.602823		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_FURLAC1_1	21.602823		NF_R4	R4_Day013_TST2	13	Illumina
4011	MS_EUB1_2018_genome	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	MS_EUB1_2018_genome	0		NF_R4	R4_Day013_TST2	13	Illumina
4012	UW_DM_MEG1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_MEG1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4013	UW_MP_ACID1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ACID1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4014	UW_MP_BACTE1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BACTE1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4015	UW_MP_CLOS1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_CLOS1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4016	UW_MP_CLOS2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_CLOS2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4017	UW_MP_MEG5_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_MEG5_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4018	UW_MP_ACID2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ACID2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4019	UW_MP_ANA1_1	NF_R4_Day013_TST2_Illumina	0.16403125		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ANA1_1	0.16403125		NF_R4	R4_Day013_TST2	13	Illumina
4020	UW_TS_EUB1_1	NF_R4_Day013_TST2_Illumina	16.20863		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_EUB1_1	16.20863		NF_R4	R4_Day013_TST2	13	Illumina
4021	UW_TS_EUB2_1	NF_R4_Day013_TST2_Illumina	0.5682123		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_EUB2_1	0.5682123		NF_R4	R4_Day013_TST2	13	Illumina
4022	UW_MP_LCO1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_LCO1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4023	UW_TS_LCO2_1	NF_R4_Day013_TST2_Illumina	0.36361063		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LCO2_1	0.36361063		NF_R4	R4_Day013_TST2	13	Illumina
4024	UW_TS_LCO3_1	NF_R4_Day013_TST2_Illumina	0.45780894		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LCO3_1	0.45780894		NF_R4	R4_Day013_TST2	13	Illumina
4025	MS_LCO1_2018_genome	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	MS_LCO1_2018_genome	0		NF_R4	R4_Day013_TST2	13	Illumina
4026	UW_MP_ACUT1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ACUT1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4027	UW_MP_SPH1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_SPH1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4028	UW_DM_BACIL1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_BACIL1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4029	UW_DM_BURK1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_BURK1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4030	UW_MP_ATO4_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ATO4_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4031	UW_MP_BACIL2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BACIL2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4032	UW_TS_ACET1_1	NF_R4_Day013_TST2_Illumina	1.2849302		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_ACET1_1	1.2849302		NF_R4	R4_Day013_TST2	13	Illumina
4033	UW_TS_LCO1_1	NF_R4_Day013_TST2_Illumina	0.15905303		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_LCO1_1	0.15905303		NF_R4	R4_Day013_TST2	13	Illumina
4034	UW_MP_BACIL1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BACIL1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4035	UW_MP_PREV1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_PREV1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4036	UW_MP_SPH2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_SPH2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4037	UW_TS_ACET2_1	NF_R4_Day013_TST2_Illumina	5.7275157		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_ACET2_1	5.7275157		NF_R4	R4_Day013_TST2	13	Illumina
4038	UW_MP_ATO2_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_ATO2_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4039	UW_DM_BACTE1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_BACTE1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4040	UW_DM_DIAL1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_DM_DIAL1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4041	UW_MP_BACIL7_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BACIL7_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4042	UW_MP_BACTE7_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_BACTE7_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4043	UW_MP_PREV6_1	NF_R4_Day013_TST2_Illumina	5.1252704		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_PREV6_1	5.1252704		NF_R4	R4_Day013_TST2	13	Illumina
4044	UW_MP_PREV7_1	NF_R4_Day013_TST2_Illumina	0.09322497		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_PREV7_1	0.09322497		NF_R4	R4_Day013_TST2	13	Illumina
4045	UW_MP_SELEN1_1	NF_R4_Day013_TST2_Illumina	0		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_MP_SELEN1_1	0		NF_R4	R4_Day013_TST2	13	Illumina
4046	UW_TS_BUL1_1	NF_R4_Day013_TST2_Illumina	1.1203692		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_BUL1_1	1.1203692		NF_R4	R4_Day013_TST2	13	Illumina
4047	UW_TS_PREV1_1	NF_R4_Day013_TST2_Illumina	6.076764		NF	NF_R4	R4_Day013_TST2	13	Illumina	UW_TS_PREV1_1	6.076764		NF_R4	R4_Day013_TST2	13	Illumina
4048	UW_DM_LIMLAC1_1	NF_R4_Day024_TST4_Illumina	0.03600621		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_DM_LIMLAC1_1	0.03600621		NF_R4	R4_Day024_TST4	24	Illumina
4049	UW_MP_ATO5_1	NF_R4_Day024_TST4_Illumina	0		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_MP_ATO5_1	0		NF_R4	R4_Day024_TST4	24	Illumina
4050	UW_MP_BIF15_1	NF_R4_Day024_TST4_Illumina	0		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_MP_BIF15_1	0		NF_R4	R4_Day024_TST4	24	Illumina
4051	UW_TS_LAC2_1	NF_R4_Day024_TST4_Illumina	0.045515504		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_LAC2_1	0.045515504		NF_R4	R4_Day024_TST4	24	Illumina
4052	UW_TS_LACCAS1_1	NF_R4_Day024_TST4_Illumina	19.805819		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_LACCAS1_1	19.805819		NF_R4	R4_Day024_TST4	24	Illumina
4053	UW_TS_PED1_1	NF_R4_Day024_TST4_Illumina	2.0042934		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_PED1_1	2.0042934		NF_R4	R4_Day024_TST4	24	Illumina
4054	UW_TS_PED2_1	NF_R4_Day024_TST4_Illumina	15.265666		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_PED2_1	15.265666		NF_R4	R4_Day024_TST4	24	Illumina
4055	UW_MP_BIF3_1	NF_R4_Day024_TST4_Illumina	0		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_MP_BIF3_1	0		NF_R4	R4_Day024_TST4	24	Illumina
4056	UW_TS_ACET3_1	NF_R4_Day024_TST4_Illumina	0		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_ACET3_1	0		NF_R4	R4_Day024_TST4	24	Illumina
4057	UW_TS_LAC1_1	NF_R4_Day024_TST4_Illumina	0.01765246		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_LAC1_1	0.01765246		NF_R4	R4_Day024_TST4	24	Illumina
4058	UW_TS_LAC3_1	NF_R4_Day024_TST4_Illumina	0.6647647		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_TS_LAC3_1	0.6647647		NF_R4	R4_Day024_TST4	24	Illumina
4059	UW_MP_BIF2_1	NF_R4_Day024_TST4_Illumina	0		NF	NF_R4	R4_Day024_TST4	24	Illumina	UW_MP_BIF2_1	0		NF_R4	R4_Day024_TST4	24	Illumina
